question_code,category,exception_code,severity,question_text,exception_description_response,check_type,selling_guide_citations,p0_status_loan_12607601215,status_reason_category,status_reason_detail,engine_message
O-FNM-15382,Property - Appraisal,O-FNM-00541,Critical,Were all condo or co-op ineligible projects appraisal requirements met?,"There are indications that the condo or co-op project is operating as a condotel, even though the units are individually owned.",scripted_review,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"collateralDetail.collateral[0].propertyDetail: condominiumIndicator=null, cooperativeIndicator=null, pudIndicator=""Y"" -- condotel defect requires an individually-owned condo/co-op unit; this property is a PUD.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15382,Property - Appraisal,O-FNM-53854,Critical,Were all condo or co-op ineligible projects appraisal requirements met?,The total space used for nonresidential or commercial purposes exceeds 35% in a condo or cooperative.,threshold_eligibility,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a condominium or cooperative project; both any_of branches provably false: attachmentType='Detached', projectLegalStructureType='Detached', pudIndicator='Y' (detached single-family home in a PUD), condominiumIndicator=null, cooperativeIndicator=null, and the closed doc inventory carries a 'PUD Rider' documents[16], not a condo/co-op rider.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15382,Property - Appraisal,O-FNM-53863,Critical,Were all condo or co-op ineligible projects appraisal requirements met?,The condo or co-op project has recreational leases or mandatory memberships that require the payment of dues.,threshold_eligibility,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a condominium or cooperative project; both any_of branches provably false: attachmentType='Detached', projectLegalStructureType='Detached', pudIndicator='Y' (detached single-family home in a PUD), condominiumIndicator=null, cooperativeIndicator=null, and the closed doc inventory carries a 'PUD Rider' documents[16], not a condo/co-op rider.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15382,Property - Appraisal,O-FNM-53789,Critical,Were all condo or co-op ineligible projects appraisal requirements met?,The project did not meet single entity ownership limits.,threshold_eligibility,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a condominium or cooperative project; both any_of branches provably false: attachmentType='Detached', projectLegalStructureType='Detached', pudIndicator='Y' (detached single-family home in a PUD), condominiumIndicator=null, cooperativeIndicator=null, and the closed doc inventory carries a 'PUD Rider' documents[16], not a condo/co-op rider.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,CondoAUS,Critical,Were all condo or co-op project review requirements met?,The condo project does not meet AUS requirements,scripted_review,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"collateralDetail.collateral[0].propertyDetail: condominiumIndicator=null, cooperativeIndicator=null, pudIndicator=""Y"" -- AUS condo-project requirement can only apply to a condo/co-op project; this property is a PUD.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,O-FNM-56482,Critical,Were all condo or co-op project review requirements met?,"Condo Project Manager, CPM, was not used to conduct the condo project full review without being exempt or receiving a waiver.",threshold_eligibility,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a condominium or cooperative project; both any_of branches provably false: attachmentType='Detached', projectLegalStructureType='Detached', pudIndicator='Y' (detached single-family home in a PUD), condominiumIndicator=null, cooperativeIndicator=null, and the closed doc inventory carries a 'PUD Rider' documents[16], not a condo/co-op rider.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,CondoQuestionnaire,Critical,Were all condo or co-op project review requirements met?,Missing condo questionnaire or checklist if applicable.,doc_presence,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Card any_of requires Loans.PropertyType Condominium or Cooperative -- both provably false: Property is provably a detached single-family home in a PUD, not a Condominium or Cooperative: pudIndicator='Y', attachmentType='Detached', projectLegalStructureType='Detached', condominiumIndicator=null, cooperativeIndicator=null, and a 'PUD Rider' (not a condo rider) is in the closed doc inventory. (All 7 sibling defect options on this card already carry NA in the table on this fact.)",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,O-FNM-58745,Critical,Were all condo or co-op project review requirements met?,The project is subject to a ground lease and the file does not evidence documentation to support that the co-op corporation protected the lender's financial interest in the event of a condemnation or similar taking proceeding affecting any portion of the co-op project or the unit.,doc_completeness,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Applicability requires PropertyType=Condominium or Cooperative; property is explicitly a detached SFH/PUD, not condo/co-op",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,O-FNM-50317,Major,Were all condo or co-op project review requirements met?,The subject co-op occupancy intent is for investment purposes which is prohibited by FNMA.,threshold_eligibility,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a condominium or cooperative project; both any_of branches provably false: attachmentType='Detached', projectLegalStructureType='Detached', pudIndicator='Y' (detached single-family home in a PUD), condominiumIndicator=null, cooperativeIndicator=null, and the closed doc inventory carries a 'PUD Rider' documents[16], not a condo/co-op rider.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,COOPPSA,Major,Were all condo or co-op project review requirements met?,The Co-op Seller's Affidavit was not located and/or properly executed.,doc_presence,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,Co-op Seller's Affidavit is a co-op-specific requirement; property is not a Condominium or Cooperative,Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,O-FNM-53024,Critical,Were all condo or co-op project review requirements met?,The file did not contain a Co-op Corporation’s Recognition Agreement.,doc_presence,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,Applicability requires PropertyType=Condominium/Cooperative; property is not condo/co-op,Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,COOPStkCert,Major,Were all condo or co-op project review requirements met?,The stock certificate for the co-op unit is not located and/or the stock certificate does not match the number of shares in the Loan Security Agreement.,cross_doc_consistency,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Co-op stock-certificate requirement; card any_of requires PropertyType Condominium or Cooperative -- both provably false: Property is provably a detached single-family home in a PUD, not a Condominium or Cooperative: pudIndicator='Y', attachmentType='Detached', projectLegalStructureType='Detached', condominiumIndicator=null, cooperativeIndicator=null, and a 'PUD Rider' (not a condo rider) is in the closed doc inventory.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,O-FNM-58744,Critical,Were all condo or co-op project review requirements met?,The file did not document that the lender completed their own certification in CPM including the CPM decision with the unexpired CPM Certification.,doc_presence,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Property is a Detached single-family home in a PUD, not a Condominium or Cooperative",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,O-FNM-56978,Critical,Were all condo or co-op project review requirements met?,More than 15% of the total units in a project are 60 days or more past due on common expense assessments/HOA fees.,threshold_eligibility,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a condominium or cooperative project; both any_of branches provably false: attachmentType='Detached', projectLegalStructureType='Detached', pudIndicator='Y' (detached single-family home in a PUD), condominiumIndicator=null, cooperativeIndicator=null, and the closed doc inventory carries a 'PUD Rider' documents[16], not a condo/co-op rider.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,O-FNM-56979,Critical,Were all condo or co-op project review requirements met?,More than 15% of the total units in a project are 60 days or more past due in the payment of each special assessment.,threshold_eligibility,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a condominium or cooperative project; both any_of branches provably false: attachmentType='Detached', projectLegalStructureType='Detached', pudIndicator='Y' (detached single-family home in a PUD), condominiumIndicator=null, cooperativeIndicator=null, and the closed doc inventory carries a 'PUD Rider' documents[16], not a condo/co-op rider.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,O-FNM-53788,Critical,Were all condo or co-op project review requirements met?,There is no documentation in the file to ensure the project association has a minimum annual budgeted replacement reserve allocation of 10%.,computation,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Card any_of requires Loans.PropertyType Condominium or Cooperative -- both disjuncts provably false: Property is provably a detached single-family home in a PUD, not a Condominium or Cooperative: pudIndicator='Y', attachmentType='Detached', projectLegalStructureType='Detached', condominiumIndicator=null, cooperativeIndicator=null, and a 'PUD Rider' (not a condo rider) is in the closed doc inventory.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,O-FNM-50315,Critical,Were all condo or co-op project review requirements met?,A Limited or Full Project Review was not conducted as required.,threshold_eligibility,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a condominium or cooperative project; both any_of branches provably false: attachmentType='Detached', projectLegalStructureType='Detached', pudIndicator='Y' (detached single-family home in a PUD), condominiumIndicator=null, cooperativeIndicator=null, and the closed doc inventory carries a 'PUD Rider' documents[16], not a condo/co-op rider.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,O-FNM-56977,Critical,Were all condo or co-op project review requirements met?,The project unit is not on a separate meter and it was not evidenced that multiple units on a single meter is common and customary in the local market and/or that the project budget includes adequate funding for utility payments.,scripted_review,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"collateralDetail.collateral[0].propertyDetail: condominiumIndicator=null, cooperativeIndicator=null, pudIndicator=""Y"" -- shared-utility-metering requirement is a condo/co-op project review item; this property is a PUD.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15384,Property - Appraisal,ProRata,Major,Were all condo or co-op project review requirements met?,The Pro Rata form confirming the underlying mortgage shares is either not found or inaccurate/incomplete,doc_completeness,B4-2.1-01 General Information on Project Standards; B4-2.2-02 Full Review Process; B4-2.3-03 Legal Requirements for Co-op Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,Pro Rata form is a co-op-specific requirement; property is not a Condominium or Cooperative,Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15844,Property - Appraisal,O-FNM-55423,Critical,Were all condo or co-op project deferred maintenance requirements met?,"[Best Practice] There is no evidence available condo or co-op inspection, engineering, or other certification reports completed within the past five years were reviewed to identify deferred maintenance that may need to be addressed.",doc_presence,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,Property is not a Condominium or Cooperative (Detached single-family PUD),Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15844,Property - Appraisal,O-FNM-55422,Critical,Were all condo or co-op project deferred maintenance requirements met?,[Best Practice] The past six months of a condo/co-op project’s HOA meeting minutes were not reviewed.,doc_presence,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Property is a detached single-family PUD, explicitly NOT a condo or co-op, so the condo/co-op-only PropertyType gate is false.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15844,Property - Appraisal,O-FNM-55416,Critical,Were all condo or co-op project deferred maintenance requirements met?,The subject condo or co-op project did not obtain an acceptable certificate of occupancy or did not pass local regulatory inspections or recertifications.,doc_presence,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Property is PUD Detached, not Condominium or Cooperative",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15844,Property - Appraisal,O-FNM-55415,Critical,Were all condo or co-op project deferred maintenance requirements met?,"The condo or co-op project file did not include the required satisfactory engineering or inspection report, certificate of occupancy, or other substantially similar documentation evidencing completed repairs/maintenance.",doc_presence,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Property is a detached single-family PUD, explicitly NOT a condo or co-op, so the condo/co-op-only PropertyType gate is false.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15844,Property - Appraisal,O-FNM-55418,Critical,Were all condo or co-op project deferred maintenance requirements met?,The condo/co-op financial documents were not obtained to confirm the association has the ability to fund any repairs.,doc_presence,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Property is PUD Detached, not Condominium or Cooperative -> any_of PropertyType (Condo/Coop only) trigger is false",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15844,Property - Appraisal,O-FNM-55417,Critical,Were all condo or co-op project deferred maintenance requirements met?,The file did not document the condo or co-op project's reason/terms of current or planned special assessments were reviewed to determine acceptability.,doc_presence,B4-2.1-03 Ineligible Projects,NOT_COMPILED,DEMO_EXCLUDED,not_automatable_for_demo,
O-FNM-15844,Property - Appraisal,O-FNM-55419,Critical,Were all condo or co-op project deferred maintenance requirements met?,"The condo/co-op special assessment is related to safety, soundness, structural integrity, or habitability and all related repairs were not fully completed or has adverse impact.",threshold_eligibility,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a condominium or cooperative project; both any_of branches provably false: attachmentType='Detached', projectLegalStructureType='Detached', pudIndicator='Y' (detached single-family home in a PUD), condominiumIndicator=null, cooperativeIndicator=null, and the closed doc inventory carries a 'PUD Rider' documents[16], not a condo/co-op rider.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15844,Property - Appraisal,O-FNM-55414,Critical,Were all condo or co-op project deferred maintenance requirements met?,The subject condo or co-op project has significant deferred maintenance or has received a directive from a regulatory authority or inspection agency to make repairs due to unsafe conditions.,threshold_eligibility,B4-2.1-03 Ineligible Projects,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a condominium or cooperative project; both any_of branches provably false: attachmentType='Detached', projectLegalStructureType='Detached', pudIndicator='Y' (detached single-family home in a PUD), condominiumIndicator=null, cooperativeIndicator=null, and the closed doc inventory carries a 'PUD Rider' documents[16], not a condo/co-op rider.",Precondition not met: Loans.PropertyType in 'Condominium|Cooperative' does not hold for this loan.
O-FNM-15846,Property - Appraisal,O-FNM-55388,Critical,"Where the property has energy-efficient improvements, were all requirements met?","The subject was not built under the International Residential Code (IRC) as required for a  modular, prefabricated, panelized, or sectional housing.",threshold_eligibility,B2-3-02 Special Property Eligibility and Underwriting Considerations: Factory-Built Housing; B2-3-04 Special Property Eligibility Considerations,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-15846,Property - Appraisal,O-FNM-53034,Critical,"Where the property has energy-efficient improvements, were all requirements met?",The subject's solar panels were not valued properly based on the ownership structure of the panels.,scripted_review,B2-3-02 Special Property Eligibility and Underwriting Considerations: Factory-Built Housing; B2-3-04 Special Property Eligibility Considerations,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires the subject to have solar panels needing valuation. ASSUMED (demo-scoped, Gordon 2026-08-02): no solar panels / no ADU / no 4506-C rejection on this loan -- not derived from any real field (none exist for this concept in the payload or schema), a deliberate policy decision for this demo build, same standing as the Category C assume-DU-underwritten decision. Revisit if this demo's audience or purpose changes, or the moment real data on any of these three facts becomes available.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15946,Property - Appraisal,O-FNM-55584,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,The subject property has an area that does not meet the ANSI minimum ceiling height requirements and the appraiser did not explain how this area was handled to comply with the ANSI standard and also acknowledge any contribution of the additional square footage in a non-apartment style project or single-family property.,scripted_review,B4-1.3-05 Improvements Section of the Appraisal Report,NEEDS_REVIEW,EXTRACTION_GAP_DOC_PRESENT,grossLivingAreaSquareFeetNumber null; gla_sqft catalogued but unpopulated,No data present for scripted_review_checklist__the_subject_property_has_an_area_that_does_not_mee__95ffdc57 -- cannot determine whether this condition is true or false; needs SME review.
O-FNM-15946,Property - Appraisal,O-FNM-55583,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,The subject property has an area that does not meet the ANSI minimum ceiling height requirements and the additional square footage was not reported on an additional line in the adjustment grid and/or an appropriate market adjustment was warranted but not applied in a non-apartment style project or single-family property.,doc_completeness,B4-1.3-05 Improvements Section of the Appraisal Report,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"Concerns ANSI measurement and adjustment-grid reporting within the appraisal's content, not mere presence.",
O-FNM-15946,Property - Appraisal,O-FNM-55582,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,The subject has detached structures and the finished square footage was not reported on a different line in the adjustment grid and/or was not included as part of the subject's reported gross living area.,doc_completeness,B4-1.3-05 Improvements Section of the Appraisal Report,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"Checks how detached-structure square footage is reported in the (present) appraisal's adjustment grid and GLA total — content completeness, not presence.",
O-FNM-15946,Property - Appraisal,O-FNM-55579,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,"The appraiser did not use the Square Footage-Method for Calculating: ANSI Z765-2021 when measuring, calculating, and reporting the gross living area and non-gross living areas in a non-apartment style project or single-family property.",doc_completeness,B4-1.3-05 Improvements Section of the Appraisal Report,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"Requires the appraiser to use the ANSI Z765-2021 method when calculating GLA, a methodology/content check on the appraisal; no specific form is named.",
O-FNM-15946,Property - Appraisal,O-FNM-55580,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,"The appraiser was inconsistent when reporting the finished above-grade gross living area, below-grade square footage, and/or room count.",doc_completeness,B4-1.3-05 Improvements Section of the Appraisal Report,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"A standard appraisal accuracy check (GLA reporting) applicable whenever an appraisal exists; presence isn't sufficient, the reported figures must be consistent.",
O-FNM-15946,Property - Appraisal,O-FNM-55586,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,The appraiser was unable to adhere to the Square Footage-Method for Calculating: ANSI Z765-2021 standard and an explanation of non-compliance was not provided in a non-apartment style project or single-family property.,doc_completeness,B4-1.3-05 Improvements Section of the Appraisal Report,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies to specific property styles, a property attribute not derivable from document inventory.",
O-FNM-15946,Property - Appraisal,O-FNM-55581,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,The appraiser used sketching or 3D scanning software and the resulting output did not conform to the Square Footage Method for Calculating: ANSI Z765-2021 standards.,doc_completeness,B4-1.3-05 Improvements Section of the Appraisal Report,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The appraisal is present, but its GLA sketch/3D-scan output must conform to the ANSI Z765-2021 standard — a technical content requirement embedded in the appraisal, beyond mere presence.",
O-FNM-55582,Property - Appraisal,O-FNM-55584,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,The subject property has an area that does not meet the ANSI minimum ceiling height requirements and the appraiser did not explain how this area was handled to comply with the ANSI standard and also acknowledge any contribution of the additional square footage in a non-apartment style project or single-family property.,scripted_review,B4-1.3-05 Improvements Section of the Appraisal Report,NEEDS_REVIEW,EXTRACTION_GAP_DOC_PRESENT,"same GLA gap, sibling card",No data present for scripted_review_checklist__the_subject_property_has_an_area_that_does_not_mee__ee501cf4 -- cannot determine whether this condition is true or false; needs SME review.
O-FNM-55582,Property - Appraisal,O-FNM-55583,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,The subject property has an area that does not meet the ANSI minimum ceiling height requirements and the additional square footage was not reported on an additional line in the adjustment grid and/or an appropriate market adjustment was warranted but not applied in a non-apartment style project or single-family property.,doc_completeness,B4-1.3-05 Improvements Section of the Appraisal Report,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"Duplicate GLA/ANSI defect, explicitly gated on appraisal_in_file; same content-level requirement beyond mere presence.",
O-FNM-55582,Property - Appraisal,O-FNM-55582,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,The subject has detached structures and the finished square footage was not reported on a different line in the adjustment grid and/or was not included as part of the subject's reported gross living area.,doc_completeness,B4-1.3-05 Improvements Section of the Appraisal Report,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,Duplicate GLA check (appraisal_in_file-gated); same content-completeness reasoning as the sibling row for this exception code.,
O-FNM-55582,Property - Appraisal,O-FNM-55580,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,"The appraiser was inconsistent when reporting the finished above-grade gross living area, below-grade square footage, and/or room count.",doc_completeness,B4-1.3-05 Improvements Section of the Appraisal Report,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"Requires internal consistency of GLA/square footage/room count across the appraisal, a content-quality check; no specific form is named.",
O-FNM-55582,Property - Appraisal,O-FNM-55581,Critical,Were all Gross Living Area (GLA) appraisal requirements met?,The appraiser used sketching or 3D scanning software and the resulting output did not conform to the Square Footage Method for Calculating: ANSI Z765-2021 standards.,doc_completeness,B4-1.3-05 Improvements Section of the Appraisal Report,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies when this specific measurement method was used, a fact about how the appraisal was produced, not from doc inventory.",
O-FNM-16205,Property - Appraisal,O-FNM-56228,Critical,Were all value acceptance + property data requirements met?,Property data collection was not obtained after the initial DU offer and prior to the note date.,date_window,B4-1.4-11 Value Acceptance + Property Data; B4-1.2-05 Requirements for Verifying Completion and Postponed Improvements,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires value acceptance + property data (appraisal waiver) to have been the transaction's valuation path; the valuation of record is a full traditional appraisal: documents[52] 'Form 1004 Uniform Residential Appraisal' plus a populated valuationServices[0].valuationReport used for the collateral valuation (352000); piw=null, ace=null. Matches the table's established standard (existing NA rows O-FNM-55740/56088/56225/56231/56232/56227, incl. same-card siblings).",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16205,Property - Appraisal,O-FNM-56231,Critical,Were all value acceptance + property data requirements met?,"Property data collection evidences items failing eligibility requirements, and a professionally prepared report from a qualified professional to confirm the eligibility of the property and if repairs are required was not obtained.",doc_presence,B4-1.4-11 Value Acceptance + Property Data; B4-1.2-05 Requirements for Verifying Completion and Postponed Improvements,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,context_flag value_acceptance_property_data_exercised: full URAR (Form 1004 Uniform Residential Appraisal) present contradicts a value acceptance + property data (appraisal waiver) path,Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16205,Property - Appraisal,O-FNM-56230,Critical,Were all value acceptance + property data requirements met?,The represent and warrant property conditions were not met for property data collection with needed repairs or completion verification.,threshold_eligibility,B4-1.4-11 Value Acceptance + Property Data; B4-1.2-05 Requirements for Verifying Completion and Postponed Improvements,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires value acceptance + property data (appraisal waiver) to have been the transaction's valuation path; the valuation of record is a full traditional appraisal: documents[52] 'Form 1004 Uniform Residential Appraisal' plus a populated valuationServices[0].valuationReport used for the collateral valuation (352000); piw=null, ace=null. Matches the table's established standard (existing NA rows O-FNM-55740/56088/56225/56231/56232/56227, incl. same-card siblings).",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16205,Property - Appraisal,O-FNM-57149,Critical,Were all value acceptance + property data requirements met?,Property data collection was not submitted to the Property Data API prior to the note date.,date_window,B4-1.4-11 Value Acceptance + Property Data; B4-1.2-05 Requirements for Verifying Completion and Postponed Improvements,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires value acceptance + property data (appraisal waiver) to have been the transaction's valuation path; the valuation of record is a full traditional appraisal: documents[52] 'Form 1004 Uniform Residential Appraisal' plus a populated valuationServices[0].valuationReport used for the collateral valuation (352000); piw=null, ace=null. Matches the table's established standard (existing NA rows O-FNM-55740/56088/56225/56231/56232/56227, incl. same-card siblings).",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16205,Property - Appraisal,O-FNM-56225,Critical,Were all value acceptance + property data requirements met?,The property data collector was not professionally trained with competent knowledge to complete the property data collection and/or vetted through an annual background check.,doc_presence,B4-1.4-11 Value Acceptance + Property Data; B4-1.2-05 Requirements for Verifying Completion and Postponed Improvements,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"context_flag value_acceptance_property_data_exercised is false -- a traditional 'Form 1004 Uniform Residential Appraisal' is in file, not a Value Acceptance + Property Data alternative.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16205,Property - Appraisal,O-FNM-56226,Critical,Were all value acceptance + property data requirements met?,The property data collection did not meet Fannie Mae's Property Data Standard minimum requirements.,scripted_review,B4-1.4-11 Value Acceptance + Property Data; B4-1.2-05 Requirements for Verifying Completion and Postponed Improvements,NEEDS_REVIEW,EXTRACTION_GAP_DOC_PRESENT,valuationAssignmentType null -- property-data-collection type not captured,No data present for scripted_review_checklist__the_property_data_collection_did_not_meet_fannie_m__b2935647 -- cannot determine whether this condition is true or false; needs SME review.
